assignment_id,worker_id,task_id,estimated_duration_x,actual_duration,quality_score,success_score,completed_on_time,years_experience,primary_skill,skill_level,reliability_score,avg_task_completion_rate,task_type,required_skill_level,estimated_duration_y,priority,complexity
A486,W006,T007,6,5.5,100.0,105.8,True,9,General Labor,5,0.93,0.86,Finishing,2,6,1,3
A487,W010,T001,20,19.1,100.0,103.0,True,17,Plumbing,5,0.68,0.95,Foundation Work,4,20,1,5
A488,W001,T007,6,7.7,80.6,78.8,False,1,Carpentry,4,0.72,1.15,Finishing,2,6,1,3
A489,W005,T002,16,19.4,70.2,77.6,False,2,General Labor,3,0.8,1.15,Framing,2,16,1,3
A490,W005,T008,4,5.2,71.0,74.2,False,2,General Labor,3,0.8,1.15,Finishing,2,4,1,5
A491,W002,T006,9,9.4,64.9,83.5,True,6,General Labor,2,0.63,0.99,Plumbing Installation,4,9,1,4
A492,W005,T002,16,21.4,76.5,75.5,False,2,General Labor,3,0.8,1.15,Framing,2,16,1,3
A493,W003,T002,16,19.9,66.5,74.9,False,5,Carpentry,2,0.7,1.08,Framing,2,16,1,3
A494,W005,T006,9,12.1,75.6,74.7,False,2,General Labor,3,0.8,1.15,Plumbing Installation,4,9,1,4
A495,W003,T007,6,7.3,66.4,75.8,False,5,Carpentry,2,0.7,1.08,Finishing,2,6,1,3
A496,W001,T003,13,15.9,91.1,85.4,False,1,Carpentry,4,0.72,1.15,Plumbing Installation,1,13,3,1
A497,W003,T009,17,17.9,65.1,83.2,True,5,Carpentry,2,0.7,1.08,Framing,3,17,2,3
A498,W002,T003,13,13.1,65.0,85.5,True,6,General Labor,2,0.63,0.99,Plumbing Installation,1,13,3,1
A499,W008,T007,6,4.7,60.1,100.0,True,17,HVAC,2,0.84,0.8,Finishing,2,6,1,3
A500,W004,T008,4,3.9,91.5,98.5,True,14,HVAC,4,0.74,1.09,Finishing,2,4,1,5
